activity subject variable mean std
1 14 BodyAccJerk.Y.1     -3.767666e-01 -0.3535268942
1 14 BodyAccJerk.Z        1.997230e-02 -0.4727910886
1 14 BodyAccJerk.Z.1     -4.158992e-01 -0.5288895351
1 14 BodyAccJerkMag      -3.772932e-01 -0.4397469185
1 14 BodyAccMag          -1.444047e-01 -0.3638056278
1 14 BodyAccMag.1        -3.735168e-01 -0.4574900095
1 14 BodyBodyAccJerkMag  -4.315915e-01 -0.4534260090
1 14 BodyBodyGyroJerkMag -5.910369e-01 -0.6556776622
1 14 BodyBodyGyroMag     -3.113864e-01 -0.2655045515
1 14 BodyGyro.X          -3.476551e-03 -0.6003882222
1 14 BodyGyro.X.1        -5.085959e-01 -0.6300820759
1 14 BodyGyro.Y          -8.296828e-02 -0.0148392604
1 14 BodyGyro.Y.1        -2.158949e-01  0.0832950551
1 14 BodyGyro.Z           5.132227e-02 -0.1260908002
1 14 BodyGyro.Z.1        -2.129258e-01 -0.1802329490
1 14 BodyGyroJerk.X      -1.106561e-01 -0.5717599115
1 14 BodyGyroJerk.Y      -4.389695e-02 -0.5367377017
1 14 BodyGyroJerk.Z      -3.888259e-02 -0.4971876880
1 14 BodyGyroJerkMag     -5.198950e-01 -0.6061033139
1 14 BodyGyroMag         -1.372087e-01 -0.2014019305
1 14 GravityAcc.X         8.029740e-01 -0.9748168842
1 14 GravityAcc.Y        -2.703148e-01 -0.9544559358
1 14 GravityAcc.Z        -4.224953e-01 -0.9475169698
1 14 GravityAccMag       -1.444047e-01 -0.3638056278
1 15 BodyAcc.X            2.738992e-01 -0.3279618011
1 15 BodyAcc.X.1         -3.174409e-01 -0.3325206269
1 15 BodyAcc.Y           -1.708097e-02  0.1389129237
1 15 BodyAcc.Y.1          1.113211e-01  0.0805646237
1 15 BodyAcc.Z           -1.076218e-01 -0.5189326348
1 15 BodyAcc.Z.1         -5.549421e-01 -0.5370264148
1 15 BodyAccJerk.X        8.977707e-02 -0.3732175850
1 15 BodyAccJerk.X.1     -3.908220e-01 -0.4115000681
1 15 BodyAccJerk.Y        8.905886e-03 -0.0319265467
1 15 BodyAccJerk.Y.1     -6.693781e-02 -0.0606839141
1 15 BodyAccJerk.Z        6.587062e-04 -0.6862684206
1 15 BodyAccJerk.Z.1     -6.489053e-01 -0.7230511407
1 15 BodyAccJerkMag      -3.201293e-01 -0.3100714252
1 15 BodyAccMag          -1.865147e-01 -0.3238783241
1 15 BodyAccMag.1        -2.751562e-01 -0.4583447924
1 15 BodyBodyAccJerkMag  -2.897540e-01 -0.3424119279
1 15 BodyBodyGyroJerkMag -6.450752e-01 -0.6540101472
1 15 BodyBodyGyroMag     -4.891664e-01 -0.4817502185
1 15 BodyGyro.X          -5.548838e-02 -0.3296246202
1 15 BodyGyro.X.1        -2.533994e-01 -0.3576333787
1 15 BodyGyro.Y          -6.124279e-02 -0.4208650078
1 15 BodyGyro.Y.1        -5.354221e-01 -0.3653612086
1 15 BodyGyro.Z           8.424849e-02 -0.4865326554
1 15 BodyGyro.Z.1        -4.614641e-01 -0.5439975937
1 15 BodyGyroJerk.X      -7.766928e-02 -0.2837679872
1 15 BodyGyroJerk.Y      -5.525366e-02 -0.7024029359
1 15 BodyGyroJerk.Z      -5.109765e-02 -0.5916686081
1 15 BodyGyroJerkMag     -5.439795e-01 -0.6377859554
1 15 BodyGyroMag         -2.437111e-01 -0.4257984691
1 15 GravityAcc.X         9.515244e-01 -0.9783972880
1 15 GravityAcc.Y        -2.339183e-01 -0.9710565015
1 15 GravityAcc.Z         7.573567e-02 -0.9580587654
1 15 GravityAccMag       -1.865147e-01 -0.3238783241
1 16 BodyAcc.X            2.760236e-01 -0.4046925239
1 16 BodyAcc.X.1         -3.947904e-01 -0.4090704880
1 16 BodyAcc.Y           -2.042869e-02 -0.3145697624
1 16 BodyAcc.Y.1         -3.215007e-01 -0.3543706786
1 16 BodyAcc.Z           -1.088040e-01 -0.1597997902
1 16 BodyAcc.Z.1         -2.443630e-01 -0.1805013179
1 16 BodyAccJerk.X        7.702238e-02 -0.3962237384
1 16 BodyAccJerk.X.1     -4.414062e-01 -0.4028841151
1 16 BodyAccJerk.Y        9.684447e-03 -0.4255638586
1 16 BodyAccJerk.Y.1     -4.542708e-01 -0.4336126578
1 16 BodyAccJerk.Z        3.608033e-03 -0.4402582175
1 16 BodyAccJerk.Z.1     -4.223324e-01 -0.4566362825
1 16 BodyAccJerkMag      -3.631445e-01 -0.4033865639
1 16 BodyAccMag          -2.587667e-01 -0.4718092675
1 16 BodyAccMag.1        -4.104632e-01 -0.5921509851
1 16 BodyBodyAccJerkMag  -3.782785e-01 -0.4414477545
1 16 BodyBodyGyroJerkMag -7.206823e-01 -0.7457268539
1 16 BodyBodyGyroMag     -6.692285e-01 -0.7211370016
1 16 BodyGyro.X          -1.517219e-02 -0.6541718471
1 16 BodyGyro.X.1        -5.957465e-01 -0.6737411369
1 16 BodyGyro.Y          -6.959557e-02 -0.6125936341
1 16 BodyGyro.Y.1        -6.197319e-01 -0.6119408775
1 16 BodyGyro.Z           8.186507e-02 -0.3654895306
1 16 BodyGyro.Z.1        -4.328853e-01 -0.4032197914
1 16 BodyGyroJerk.X      -1.109173e-01 -0.6758897227
1 16 BodyGyroJerk.Y      -4.338768e-02 -0.7122377529
1 16 BodyGyroJerk.Z      -5.329867e-02 -0.5712647794
1 16 BodyGyroJerkMag     -6.715418e-01 -0.7228084384
1 16 BodyGyroMag         -4.859319e-01 -0.6650784043
1 16 GravityAcc.X         9.259813e-01 -0.9824695955
1 16 GravityAcc.Y        -6.682465e-02 -0.9737848420
1 16 GravityAcc.Z        -2.173512e-01 -0.9613872543
1 16 GravityAccMag       -2.587667e-01 -0.4718092675
1 17 BodyAcc.X            2.723419e-01 -0.3195001730
1 17 BodyAcc.X.1         -3.609917e-01 -0.3048062741
1 17 BodyAcc.Y           -1.848754e-02 -0.0175797886
1 17 BodyAcc.Y.1         -6.502676e-02 -0.0556137931
1 17 BodyAcc.Z           -1.097921e-01 -0.2658244892
1 17 BodyAcc.Z.1         -3.828328e-01 -0.2623915949
1 17 BodyAccJerk.X        7.731886e-02 -0.3554926354
1 17 BodyAccJerk.X.1     -4.234461e-01 -0.3438661290
1 17 BodyAccJerk.Y        1.300985e-02 -0.0935385034
1 17 BodyAccJerk.Y.1     -1.942327e-01 -0.0470379378
1 17 BodyAccJerk.Z        2.437533e-02 -0.5343033116
1 17 BodyAccJerk.Z.1     -5.234271e-01 -0.5438729962
1 17 BodyAccJerkMag      -3.010933e-01 -0.2756727862
1 17 BodyAccMag          -1.511515e-01 -0.4618378669
1 17 BodyAccMag.1        -4.293800e-01 -0.5651625077
1 17 BodyBodyAccJerkMag  -3.359389e-01 -0.2112318602
1 17 BodyBodyGyroJerkMag -5.827119e-01 -0.5203854792
1 17 BodyBodyGyroMag     -5.186181e-01 -0.6153200777
1 17 BodyGyro.X          -9.222655e-03 -0.4798135130
1 17 BodyGyro.X.1        -4.077167e-01 -0.5048492908
1 17 BodyGyro.Y          -8.397733e-02 -0.4549329039
1 17 BodyGyro.Y.1        -4.901663e-01 -0.4392387877
1 17 BodyGyro.Z           7.571327e-02 -0.3860444354
1 17 BodyGyro.Z.1        -3.988092e-01 -0.4387686995
1 17 BodyGyroJerk.X      -1.099592e-01 -0.4312961482
1 17 BodyGyroJerk.Y      -3.792513e-02 -0.5602034890
1 17 BodyGyroJerk.Z      -5.138072e-02 -0.5244228874
1 17 BodyGyroJerkMag     -5.171674e-01 -0.5397084915
1 17 BodyGyroMag         -3.350098e-01 -0.5224947636
1 17 GravityAcc.X         9.281124e-01 -0.9809833516
1 17 GravityAcc.Y        -1.799274e-01 -0.9686132026
1 17 GravityAcc.Z        -1.902659e-01 -0.9569032482
1 17 GravityAccMag       -1.511515e-01 -0.4618378669
1 18 BodyAcc.X            2.738878e-01 -0.3760055212
1 18 BodyAcc.X.1         -3.714752e-01 -0.3780681993
1 18 BodyAcc.Y           -1.780236e-02 -0.2270058749
1 18 BodyAcc.Y.1         -2.436063e-01 -0.2672736446
1 18 BodyAcc.Z           -1.042183e-01 -0.4283480611
1 18 BodyAcc.Z.1         -4.897711e-01 -0.4398615780
1 18 BodyAccJerk.X        7.675243e-02 -0.3680569139
1 18 BodyAccJerk.X.1     -4.147972e-01 -0.3759927954
1 18 BodyAccJerk.Y        2.827455e-02 -0.3201587634
1 18 BodyAccJerk.Y.1     -3.619085e-01 -0.3202641130
1 18 BodyAccJerk.Z        1.068509e-02 -0.6333258607
1 18 BodyAccJerk.Z.1     -6.011472e-01 -0.6643271493
1 18 BodyAccJerkMag      -3.792693e-01 -0.4254186612
1 18 BodyAccMag          -2.879081e-01 -0.4603464654
1 18 BodyAccMag.1        -4.243867e-01 -0.5655630570
1 18 BodyBodyAccJerkMag  -4.140378e-01 -0.4444534861
1 18 BodyBodyGyroJerkMag -7.105963e-01 -0.7694083855
1 18 BodyBodyGyroMag     -6.203314e-01 -0.6689081466
1 18 BodyGyro.X          -3.993997e-02 -0.7044397775
1 18 BodyGyro.X.1        -6.096734e-01 -0.7349013902
1 18 BodyGyro.Y          -6.137274e-02 -0.4964315396
1 18 BodyGyro.Y.1        -5.708982e-01 -0.4608906618
1 18 BodyGyro.Z           9.447184e-02 -0.5114172048
1 18 BodyGyro.Z.1        -5.381523e-01 -0.5484097713
1 18 BodyGyroJerk.X      -9.664353e-02 -0.5781339684
1 18 BodyGyroJerk.Y      -4.337711e-02 -0.6949257895
1 18 BodyGyroJerk.Z      -5.026316e-02 -0.6632595793
1 18 BodyGyroJerkMag     -6.364859e-01 -0.7265917791
1 18 BodyGyroMag         -5.004711e-01 -0.6085100912
1 18 GravityAcc.X         9.238652e-01 -0.9830108827
1 18 GravityAcc.Y        -2.543171e-01 -0.9753116589
1 18 GravityAcc.Z        -6.093134e-02 -0.9724838488
1 18 GravityAccMag       -2.879081e-01 -0.4603464654
1 19 BodyAcc.X            2.739312e-01 -0.0489049408
1 19 BodyAcc.X.1         -2.998157e-02 -0.0578820787
1 19 BodyAcc.Y           -1.917736e-02  0.1818015612
1 19 BodyAcc.Y.1          1.692586e-01  0.1126150780
1 19 BodyAcc.Z           -1.227367e-01 -0.1394779423
1 19 BodyAcc.Z.1         -1.044234e-01 -0.2338723311
1 19 BodyAccJerk.X        8.222463e-02  0.1103067293
1 19 BodyAccJerk.X.1      3.363810e-02  0.0908366492
1 19 BodyAccJerk.Y        1.441135e-02  0.0809271194
1 19 BodyAccJerk.Y.1      1.073187e-02  0.0854010732
1 19 BodyAccJerk.Z       -3.275287e-02 -0.1793904975
1 19 BodyAccJerk.Z.1     -1.293679e-01 -0.2278298419
1 19 BodyAccJerkMag       1.094510e-01  0.0356558788
1 19 BodyAccMag           6.481734e-02 -0.0993927171
1 19 BodyAccMag.1         3.222723e-02 -0.3247934061
1 19 BodyBodyAccJerkMag   7.301799e-02 -0.0222869586
1 19 BodyBodyGyroJerkMag -2.624428e-01 -0.3361487330
1 19 BodyBodyGyroMag     -9.524605e-02 -0.1415984023
1 19 BodyGyro.X          -2.749710e-02 -0.0264357958
1 19 BodyGyro.X.1         2.281424e-01 -0.1083888095
1 19 BodyGyro.Y          -7.515693e-02 -0.1144061088
1 19 BodyGyro.Y.1        -9.735498e-02 -0.1330102855
1 19 BodyGyro.Z           7.981070e-02 -0.1042029865
1 19 BodyGyro.Z.1        -1.050471e-02 -0.2202711908
1 19 BodyGyroJerk.X      -8.323533e-02  0.0801186523
1 19 BodyGyroJerk.Y      -3.071284e-02 -0.2915948276
1 19 BodyGyroJerk.Z      -6.030920e-02 -0.2134940653
1 19 BodyGyroJerkMag     -1.647000e-01 -0.2714874801
1 19 BodyGyroMag          1.000451e-01 -0.0218463165
1 19 GravityAcc.X         9.352226e-01 -0.9698614625
1 19 GravityAcc.Y        -2.233381e-01 -0.9586512004
1 19 GravityAcc.Z        -8.984288e-02 -0.9291879310
1 19 GravityAccMag        6.481734e-02 -0.0993927171
1 20 BodyAcc.X            2.725893e-01 -0.2083427920
1 20 BodyAcc.X.1         -1.474043e-01 -0.2349856444
1 20 BodyAcc.Y           -2.119999e-02  0.4897718086
1 20 BodyAcc.Y.1          4.034660e-01  0.4384363413
1 20 BodyAcc.Z           -1.135395e-01 -0.2287342174
1 20 BodyAcc.Z.1         -2.722139e-01 -0.2664977267
1 20 BodyAccJerk.X        8.412343e-02 -0.0906450419
1 20 BodyAccJerk.X.1     -1.387172e-01 -0.1222372055
1 20 BodyAccJerk.Y       -2.106196e-02  0.2443108941
1 20 BodyAccJerk.Y.1      1.579340e-01  0.2556140630
1 20 BodyAccJerk.Z        6.344572e-03 -0.3876645843
1 20 BodyAccJerk.Z.1     -3.459945e-01 -0.4276904520
1 20 BodyAccJerkMag      -4.293593e-02  0.0210765717
1 20 BodyAccMag           3.940228e-02 -0.1569303919
1 20 BodyAccMag.1        -3.533418e-03 -0.3899340043
1 20 BodyBodyAccJerkMag   5.452695e-02 -0.0310650270
1 20 BodyBodyGyroJerkMag -1.803653e-01 -0.1719757652
1 20 BodyBodyGyroMag     -5.200656e-02 -0.1962102361
1 20 BodyGyro.X          -2.341042e-02 -0.2329406143
1 20 BodyGyro.X.1        -9.362487e-02 -0.2799315284
1 20 BodyGyro.Y          -7.410505e-02  0.0858321519
1 20 BodyGyro.Y.1         3.101460e-02  0.1077048054
1 20 BodyGyro.Z           8.513599e-02 -0.1657484674
1 20 BodyGyro.Z.1        -1.088925e-01 -0.2649572058
1 20 BodyGyroJerk.X      -6.799924e-02 -0.2532274454
1 20 BodyGyroJerk.Y      -5.141758e-02 -0.1275540907
1 20 BodyGyroJerk.Z      -5.492737e-02 -0.2270443273
1 20 BodyGyroJerkMag     -1.948933e-01 -0.1498641468
1 20 BodyGyroMag          6.862751e-02 -0.0367853190
1 20 GravityAcc.X         8.999652e-01 -0.9703272665
1 20 GravityAcc.Y        -3.444439e-01 -0.9620033835
1 20 GravityAcc.Z        -3.513021e-02 -0.9538504396
1 20 GravityAccMag        3.940228e-02 -0.1569303919
1 21 BodyAcc.X            2.791835e-01 -0.2978148435
1 21 BodyAcc.X.1         -2.734962e-01 -0.3085471853
1 21 BodyAcc.Y           -1.816103e-02  0.0540880509
1 21 BodyAcc.Y.1          3.384658e-02 -0.0025629425
1 21 BodyAcc.Z           -1.043193e-01 -0.1686887257
1 21 BodyAcc.Z.1         -3.003091e-01 -0.1649610272
1 21 BodyAccJerk.X        7.822518e-02 -0.1148888738
1 21 BodyAccJerk.X.1     -2.004420e-01 -0.1074128027
1 21 BodyAccJerk.Y        2.351976e-03 -0.0347143856
1 21 BodyAccJerk.Y.1     -1.125647e-01 -0.0148415166
1 21 BodyAccJerk.Z       -1.018134e-02 -0.4251426048
1 21 BodyAccJerk.Z.1     -4.057002e-01 -0.4435634127
1 21 BodyAccJerkMag      -1.481390e-01 -0.0838487969
1 21 BodyAccMag          -1.234557e-01 -0.2997097522
1 21 BodyAccMag.1        -2.512664e-01 -0.4381497912
1 21 BodyBodyAccJerkMag  -1.440099e-01 -0.0186734410
1 21 BodyBodyGyroJerkMag -4.995972e-01 -0.4293234663
1 21 BodyBodyGyroMag     -4.095161e-01 -0.5122493431
1 21 BodyGyro.X          -4.593234e-02 -0.4322328838
1 21 BodyGyro.X.1        -2.466574e-01 -0.4918592442
1 21 BodyGyro.Y          -5.902944e-02 -0.3978923167
1 21 BodyGyro.Y.1        -3.717441e-01 -0.4194008794
1 21 BodyGyro.Z           9.837159e-02 -0.3118755994
1 21 BodyGyro.Z.1        -2.832625e-01 -0.3855053590
1 21 BodyGyroJerk.X      -8.687677e-02 -0.2389083114
1 21 BodyGyroJerk.Y      -5.156503e-02 -0.4828543098
1 21 BodyGyroJerk.Z      -6.211921e-02 -0.4949276571
1 21 BodyGyroJerkMag     -4.269307e-01 -0.4503699888
1 21 BodyGyroMag         -2.847756e-01 -0.4083044344
1 21 GravityAcc.X         8.625248e-01 -0.9695763554
1 21 GravityAcc.Y        -3.709845e-01 -0.9641445206
1 21 GravityAcc.Z        -2.209480e-01 -0.9749393881
1 21 GravityAccMag       -1.234557e-01 -0.2997097522
1 22 BodyAcc.X            2.788646e-01 -0.0086592192
1 22 BodyAcc.X.1         -9.949286e-02  0.0243958191
1 22 BodyAcc.Y           -1.672136e-02  0.1003842463
1 22 BodyAcc.Y.1          1.453675e-01  0.0038684106
1 22 BodyAcc.Z           -1.071125e-01 -0.2133519688
1 22 BodyAcc.Z.1         -2.552165e-01 -0.2536436083
1 22 BodyAccJerk.X        6.277776e-02  0.0358787094
1 22 BodyAccJerk.X.1     -3.670471e-02  0.0180047785
1 22 BodyAccJerk.Y        3.567463e-02  0.2255422902
1 22 BodyAccJerk.Y.1      1.599956e-01  0.2134235561
1 22 BodyAccJerk.Z        4.436914e-03 -0.3131559026
1 22 BodyAccJerk.Z.1     -2.819734e-01 -0.3431956107
1 22 BodyAccJerkMag       2.291997e-02  0.1115329249
1 22 BodyAccMag           7.224191e-02 -0.1615917875
1 22 BodyAccMag.1        -2.415850e-02 -0.3813993080
1 22 BodyBodyAccJerkMag   6.597273e-02  0.1582867452
1 22 BodyBodyGyroJerkMag -5.539461e-01 -0.4764052704
1 22 BodyBodyGyroMag     -4.383787e-01 -0.4640191274
1 22 BodyGyro.X           7.771571e-04 -0.3185378659
1 22 BodyGyro.X.1        -1.446487e-01 -0.3744963187
1 22 BodyGyro.Y          -9.608807e-02 -0.4863221065
1 22 BodyGyro.Y.1        -5.011769e-01 -0.4816244111
1 22 BodyGyro.Z           7.752666e-02 -0.1514395151
1 22 BodyGyro.Z.1        -8.350118e-02 -0.2531738770
1 22 BodyGyroJerk.X      -1.329776e-01 -0.2266564015
1 22 BodyGyroJerk.Y      -3.219107e-02 -0.6518754689
1 22 BodyGyroJerk.Z      -5.698125e-02 -0.2342781509
1 22 BodyGyroJerkMag     -4.619995e-01 -0.5031063124
1 22 BodyGyroMag         -2.106080e-01 -0.3907756839
1 22 GravityAcc.X         9.360964e-01 -0.9696434480
1 22 GravityAcc.Y        -2.596449e-01 -0.9636393402
1 22 GravityAcc.Z         2.337801e-02 -0.9551478474
1 22 GravityAccMag        7.224191e-02 -0.1615917875
1 23 BodyAcc.X            2.732119e-01 -0.3135217734
1 23 BodyAcc.X.1         -2.754042e-01 -0.3298072798
1 23 BodyAcc.Y           -1.836187e-02 -0.1190205865
1 23 BodyAcc.Y.1         -7.243673e-02 -0.2025240620
1 23 BodyAcc.Z           -1.133830e-01  0.1642206854
1 23 BodyAcc.Z.1          8.140811e-02  0.1161434407
1 23 BodyAccJerk.X        9.873191e-02 -0.2293281223
1 23 BodyAccJerk.X.1     -2.904105e-01 -0.2351729903
1 23 BodyAccJerk.Y        1.489559e-02 -0.0805017338
1 23 BodyAccJerk.Y.1     -1.554887e-01 -0.0609753095
1 23 BodyAccJerk.Z       -1.908106e-03 -0.0293115056
1 23 BodyAccJerk.Z.1     -5.720213e-02 -0.0062364753
1 23 BodyAccJerkMag      -6.708197e-02 -0.0268194363
1 23 BodyAccMag          -9.887702e-02 -0.2099893546
1 23 BodyAccMag.1        -9.426063e-02 -0.4075775158
1 23 BodyBodyAccJerkMag  -1.807057e-02 -0.0457372334
1 23 BodyBodyGyroJerkMag  1.466186e-01  0.2878346161
1 23 BodyBodyGyroMag      1.850782e-01 -0.0614765848
1 23 BodyGyro.X          -6.311569e-02 -0.4943226486
1 23 BodyGyro.X.1        -3.376192e-01 -0.5450516917
1 23 BodyGyro.Y          -6.401979e-02  0.2594572292
1 23 BodyGyro.Y.1         1.955695e-01  0.2865815184
1 23 BodyGyro.Z           1.077005e-01 -0.2096348880
1 23 BodyGyro.Z.1        -1.949704e-01 -0.2878208682
1 23 BodyGyroJerk.X      -5.781282e-02 -0.3639694346
1 23 BodyGyroJerk.Y      -5.167048e-02  0.2959459262
1 23 BodyGyroJerk.Z      -9.030025e-02 -0.3744567681
1 23 BodyGyroJerkMag      1.153054e-02  0.2501732041
1 23 BodyGyroMag         -1.209683e-02  0.1633464516
1 23 GravityAcc.X         9.398097e-01 -0.9772309039
1 23 GravityAcc.Y        -1.617614e-01 -0.9665507069
1 23 GravityAcc.Z        -1.607634e-01 -0.9329813419
1 23 GravityAccMag       -9.887702e-02 -0.2099893546
1 24 BodyAcc.X            2.769808e-01 -0.4707623664
1 24 BodyAcc.X.1         -4.924198e-01 -0.4627336391
1 24 BodyAcc.Y           -2.254464e-02 -0.1541274982
1 24 BodyAcc.Y.1         -2.031937e-01 -0.1827664769
1 24 BodyAcc.Z           -1.105960e-01 -0.2888400162
1 24 BodyAcc.Z.1         -3.444930e-01 -0.3146469184
1 24 BodyAccJerk.X        7.319390e-02 -0.4858632553
1 24 BodyAccJerk.X.1     -5.096282e-01 -0.5076407345
1 24 BodyAccJerk.Y        1.212546e-02 -0.3022201612
1 24 BodyAccJerk.Y.1     -3.528293e-01 -0.2943535457
1 24 BodyAccJerk.Z       -1.164014e-02 -0.4911894660
1 24 BodyAccJerk.Z.1     -4.699202e-01 -0.5111156195
1 24 BodyAccJerkMag      -3.997222e-01 -0.4098245626
1 24 BodyAccMag          -2.999836e-01 -0.4810640186
1 24 BodyAccMag.1        -4.346189e-01 -0.5902658455
1 24 BodyBodyAccJerkMag  -4.186410e-01 -0.4029799836
1 24 BodyBodyGyroJerkMag -5.715944e-01 -0.5674477319
1 24 BodyBodyGyroMag     -5.345092e-01 -0.6680328019
1 24 BodyGyro.X          -5.451269e-02 -0.5805973733
1 24 BodyGyro.X.1        -4.682951e-01 -0.6169158393
1 24 BodyGyro.Y          -6.584359e-02 -0.4871662802
1 24 BodyGyro.Y.1        -4.798414e-01 -0.4958962719
1 24 BodyGyro.Z           9.720063e-02 -0.3961540033
1 24 BodyGyro.Z.1        -3.914479e-01 -0.4533378584
1 24 BodyGyroJerk.X      -6.253117e-02 -0.4907734555
1 24 BodyGyroJerk.Y      -5.028950e-02 -0.5142465697
1 24 BodyGyroJerk.Z      -7.398355e-02 -0.5579682029
1 24 BodyGyroJerkMag     -5.078247e-01 -0.5560227659
1 24 BodyGyroMag         -4.030642e-01 -0.5638632126
1 24 GravityAcc.X         9.597011e-01 -0.9831324003
1 24 GravityAcc.Y        -1.151162e-01 -0.9625788443
1 24 GravityAcc.Z        -1.409100e-01 -0.9628229666
1 24 GravityAccMag       -2.999836e-01 -0.4810640186
1 25 BodyAcc.X            2.789928e-01 -0.5960074435
1 25 BodyAcc.X.1         -6.090389e-01 -0.5914499565
1 25 BodyAcc.Y           -1.864776e-02 -0.1618524116
1 25 BodyAcc.Y.1         -2.518803e-01 -0.1703138040
1 25 BodyAcc.Z           -1.087376e-01 -0.4371334032
1 25 BodyAcc.Z.1         -5.335632e-01 -0.4306245872
1 25 BodyAccJerk.X        7.217207e-02 -0.6076209316
1 25 BodyAccJerk.X.1     -6.255954e-01 -0.6241457246
1 25 BodyAccJerk.Y        3.511152e-03 -0.3826197185
1 25 BodyAccJerk.Y.1     -4.344552e-01 -0.3677600984
1 25 BodyAccJerk.Z       -3.350987e-03 -0.6756014036
1 25 BodyAccJerk.Z.1     -6.592864e-01 -0.6904133861
1 25 BodyAccJerkMag      -5.382914e-01 -0.5428700626
1 25 BodyAccMag          -4.052894e-01 -0.5656014661
1 25 BodyAccMag.1        -5.660600e-01 -0.6329274755
1 25 BodyBodyAccJerkMag  -5.645913e-01 -0.5190042497
1 25 BodyBodyGyroJerkMag -7.703009e-01 -0.7573857803
1 25 BodyBodyGyroMag     -5.627333e-01 -0.5292622434
1 25 BodyGyro.X          -1.563054e-02 -0.4011587538
1 25 BodyGyro.X.1        -4.119097e-01 -0.4066781081
1 25 BodyGyro.Y          -8.207681e-02 -0.6040320974
1 25 BodyGyro.Y.1        -6.787504e-01 -0.5672012820
1 25 BodyGyro.Z           8.678687e-02 -0.5627752454
1 25 BodyGyro.Z.1        -5.613230e-01 -0.6035442095
1 25 BodyGyroJerk.X      -1.023773e-01 -0.5079570941
1 25 BodyGyroJerk.Y      -3.989865e-02 -0.7996353842
1 25 BodyGyroJerk.Z      -5.126962e-02 -0.6595761631
1 25 BodyGyroJerkMag     -6.784661e-01 -0.7570325449
1 25 BodyGyroMag         -3.943624e-01 -0.4898093861
1 25 GravityAcc.X         9.374831e-01 -0.9794992632
1 25 GravityAcc.Y        -1.273159e-01 -0.9650934411
1 25 GravityAcc.Z         1.884163e-01 -0.9449957312
1 25 GravityAccMag       -4.052894e-01 -0.5656014661
1 26 BodyAcc.X            2.792644e-01 -0.3401855276
1 26 BodyAcc.X.1         -3.219595e-01 -0.3479979256
1 26 BodyAcc.Y           -1.542596e-02 -0.1363513916
1 26 BodyAcc.Y.1         -1.467022e-01 -0.1857258323
1 26 BodyAcc.Z           -1.089270e-01 -0.3334865025
1 26 BodyAcc.Z.1         -3.395396e-01 -0.3844453224
1 26 BodyAccJerk.X        6.523037e-02 -0.3284528814
1 26 BodyAccJerk.X.1     -3.642268e-01 -0.3510659576
1 26 BodyAccJerk.Y        1.967121e-02 -0.2618635893
1 26 BodyAccJerk.Y.1     -2.985320e-01 -0.2719521572
1 26 BodyAccJerk.Z       -6.183058e-03 -0.3974835161
1 26 BodyAccJerk.Z.1     -3.986732e-01 -0.3965304183
1 26 BodyAccJerkMag      -2.907580e-01 -0.2793507542
1 26 BodyAccMag          -2.233992e-01 -0.4218483139
1 26 BodyAccMag.1        -3.798367e-01 -0.5371839671
1 26 BodyBodyAccJerkMag  -2.933583e-01 -0.2689484654
1 26 BodyBodyGyroJerkMag -6.194610e-01 -0.6129303432
1 26 BodyBodyGyroMag     -5.519276e-01 -0.6094662166
1 26 BodyGyro.X          -3.340859e-03 -0.4928857114
1 26 BodyGyro.X.1        -3.681129e-01 -0.5329996095
1 26 BodyGyro.Y          -8.415077e-02 -0.5757354478
1 26 BodyGyro.Y.1        -5.618278e-01 -0.5879396046
1 26 BodyGyro.Z           8.510692e-02 -0.3545490595
1 26 BodyGyro.Z.1        -3.185168e-01 -0.4262320905
